,TweetId
968,1040184780367843329
969,1040184492558876674
970,1040184335234682885
971,1040184210387087360
972,1040184196399091712
973,1040183902399356929
974,1040183844656300032
975,1040183478015406081
976,1040183353109106689
977,1040183185425027072
978,1040183153619427329
979,1040182950929805314
980,1040182947452612610
981,1040182835880054786
982,1040182757387919360
983,1040182697140908032
984,1040182663552884736
985,1040182611388203008
986,1040182595986829313
987,1040182576563056642
988,1040182456132022272
989,1040182365337858050
990,1040182268923441154
991,1040182267048587264
992,1040182239143768064
993,1040182114547912706
994,1040182107597881344
995,1040182092997382144
996,1040182042351333376
997,1040181976412475392
998,1040181919550398464
999,1040181863245963264
1000,1040181836658475008
1001,1040181723273863169
1002,1040181714528559104
1003,1040181685516689408
1004,1040181629392572417
1005,1040181607402020864
1006,1040181566222336000
1007,1040181563999191040
1008,1040181553907810304
1009,1040181505799151616
1010,1040181407228809220
1011,1040181336282038274
1012,1040181328170418176
1013,1040181289125593089
1014,1040181224872894464
1015,1040181181705330688
1016,1040181177330614272
1017,1040180977786597376
1018,1040180923344531456
1019,1040180918168641537
1020,1040180729269903360
1021,1040180622139056128
1022,1040180491071246336
1023,1040180415875756032
1024,1040180045527097344
1025,1040179853453139968
1026,1040179826299228166
1027,1040179777636892672
1028,1040179553900154880
1029,1040179514754641920
1030,1040179367186444290
1031,1040179291445714944
1032,1040179239964876800
1033,1040179093491396609
1034,1040178884661133312
1035,1040178642297352193
1036,1040178627411955712
1037,1040178539100860416
1038,1040178515759583232
1039,1040178515285565440
1040,1040178474256949248
1041,1040178446184398848
1042,1040178266903113728
1043,1040178248116666368
1044,1040178247399550976
1045,1040178093548175360
1046,1040177892557303808
1047,1040177883426246657
1048,1040177759358603264
1049,1040177708427358208
1050,1040177685861941248
1051,1040177638055141376
1052,1040177590009561088
1053,1040177527124160513
1054,1040177491434975237
1055,1040177436384796672
1056,1040177410904391680
1057,1040177375798018050
1058,1040177360358830080
1059,1040177358244925440
1060,1040177258286247936
1061,1040177123078692864
1062,1040177074005270528
1063,1040177073804005376
1064,1040177007743643648
1065,1040176731083001856
1066,1040176636489019392
1067,1040176612891930624
1068,1040176473124954112
1069,1040175909121216512
1070,1040175808655122432
1071,1040175522859253760
1072,1040175279090659328
1073,1040174933651927041
1074,1040174853716946946
1075,1040174641044746240
1076,1040174394058915841
1077,1040174247421923329
1078,1040174074712993793
1079,1040173905846132736
1080,1040173513821356032
1081,1040173482242265088
1082,1040173310221250561
1083,1040173176628633600
1084,1040173171767300096
1085,1040172996336541696
1086,1040172248236060672
1087,1040172090714939394
1088,1040172086747181057
1089,1040171975619108865
1090,1040171763840241664
1091,1040171658487754752
1092,1040171628389392384
1093,1040171545803587585
1094,1040171393823006720
1095,1040171227967643648
1096,1040170774835945474
1097,1040170749976358912
1098,1040170724353363968
1099,1040170672394330112
1100,1040170629146632193
1101,1040170479330500608
1102,1040170476277059584
1103,1040170425454657536
1104,1040170266498949120
1105,1040170223561629696
1106,1040170181316698112
1107,1040170156910161922
1108,1040170129680683010
1109,1040169910289276928
1110,1040169899639889921
1111,1040169868732063744
1112,1040169765736726528
1113,1040169660497375232
1114,1040169549214052353
1115,1040169497842343936
1116,1040169273237352449
1117,1040169248826437632
1118,1040169134397349888
1119,1040169087928881152
1120,1040168963299336192
1121,1040168836144672769
1122,1040168713406881792
1123,1040168684549890048
1124,1040168675666485248
1125,1040168544258772992
1126,1040168470954954752
1127,1040168177190232065
1128,1040167893093236736
1129,1040167853578743808
1130,1040167835920564224
1131,1040167816027095040
1132,1040167671457824769
1133,1040167597914902529
1134,1040167528184639489
1135,1040167267852541952
1136,1040167078639034373
1137,1040166964545474560
1138,1040166774958780417
1139,1040166741891006464
1140,1040166608088571904
1141,1040166179862728704
1142,1040166099030093825
1143,1040166044571250689
1144,1040165689913274369
1145,1040165549383266304
1146,1040165513379409920
1147,1040165406529339392
1148,1040165261901422597
1149,1040165186420793344
1150,1040165185594511365
1151,1040165130150060032
1152,1040164930224357378
1153,1040164915376545793
1154,1040164752075513856
1155,1040164701240348672
1156,1040164640108371968
1157,1040164494373216257
1158,1040164412487753728
1159,1040164332573732864
1160,1040164287786844160
1161,1040164126520172544
1162,1040163963525386240
1163,1040163869455470593
1164,1040163453275656192
1165,1040163453036650496
1166,1040163347830849537
1167,1040163317875073024
1168,1040163267845357569
1169,1040163173612044288
1170,1040163084529295360
1171,1040163075473793025
1172,1040162809630228480
1173,1040162625156509696
1174,1040162608127635457
1175,1040162441512898560
1176,1040162402850009088
1177,1040161964192923648
1178,1040161886338273283
1179,1040161762702548993
1180,1040161384242151425
1181,1040161251127570432
1182,1040161035355865088
1183,1040160769973862400
1184,1040160271677972480
1185,1040160232175882240
1186,1040160131495780352
1187,1040159907692118017
1188,1040159896543678464
1189,1040159881200689153
1190,1040159674119675909
1191,1040159607233175552
1192,1040159423421927429
1193,1040159350470463489
1194,1040159307835174912
1195,1040159270325633024
1196,1040159107632824320
1197,1040159062296600577
1198,1040158870298140672
1199,1040158720150392833
1200,1040158156544864258
1201,1040158130938753024
1202,1040158121358815232
1203,1040158109195481088
1204,1040157947421249536
1205,1040157939783356416
1206,1040157703706951680
1207,1040157585213677568
1208,1040157577965907969
1209,1040157550102999040
1210,1040157518549450752
1211,1040157481358503936
1212,1040157460869337088
1213,1040157377629016064
1214,1040157187052589057
1215,1040157185546833920
1216,1040157167842512897
1217,1040157165024169989
1218,1040157164998782977
1219,1040157142517469185
1220,1040157136901177345
1221,1040157087198838784
1222,1040157065833009153
1223,1040157063865933824
1224,1040156913873248256
1225,1040156887541530625
1226,1040156612852371456
1227,1040156263525408769
1228,1040156200724090886
1229,1040156023124836352
1230,1040155425969266688
1231,1040155355806924800
1232,1040155341240061952
1233,1040155106384142337
1234,1040154870018441216
1235,1040154824187228160
1236,1040154687477936128
1237,1040154629789630464
1238,1040154616053129222
1239,1040154383856611329
1240,1040154380538966018
1241,1040154287253450752
1242,1040153990904860672
1243,1040153952824774656
1244,1040153739808493568
1245,1040153643280949248
1246,1040153630731460608
1247,1040153449894035456
1248,1040153413001125888
1249,1040153400975994882
1250,1040153296495931392
1251,1040153127876485120
1252,1040152918681419781
1253,1040152817120567296
1254,1040152731724460038
1255,1040152690171494401
1256,1040152658672267265
1257,1040152648421236736
1258,1040152070920306689
1259,1040152025546272768
1260,1040151998430097408
1261,1040151890112208896
1262,1040151640874004480
1263,1040151428361330689
1264,1040151385868824576
1265,1040151350141767680
1266,1040151062966161408
1267,1040150887509839872
1268,1040150740701007872
1269,1040150393718693889
1270,1040150205709070337
1271,1040150150969270272
1272,1040150145692827650
1273,1040150144346411008
1274,1040149965698256897
1275,1040149925940666368
1276,1040149707060785153
1277,1040149683392405505
1278,1040149660340432897
1279,1040149621916487686
1280,1040149503117062144
1281,1040149449413152768
1282,1040149448297508865
1283,1040149441024585728
1284,1040149340298334208
1285,1040149330613686272
1286,1040149273881522176
1287,1040149241468006400
1288,1040149210811719681
1289,1040149172010332160
1290,1040149147976982528
1291,1040149095376199681
1292,1040149071951015936
1293,1040148467379851264
1294,1040148427554795521
1295,1040148383007162368
1296,1040148231332745216
1297,1040148209476227072
1298,1040148074075758593
1299,1040147868231901185
1300,1040147337606320130
1301,1040147272720310274
1302,1040146973049978880
1303,1040146824760307712
1304,1040146319212339200
1305,1040146211699924992
1306,1040146142384857088
1307,1040146115146838016
1308,1040146058582675456
1309,1040145726632644608
1310,1040145522814668800
1311,1040145451490500608
1312,1040145109470392320
1313,1040145026955788298
1314,1040144828670066688
1315,1040144763914280962
1316,1040144565733212161
1317,1040144509349388290
1318,1040144377568354304
1319,1040144257988927488
1320,1040144019890888704
1321,1040143468759314432
1322,1040143182749749248
1323,1040142729253216256
1324,1040142647724331011
1325,1040142606208925697
1326,1040142536331866112
1327,1040142247503642624
1328,1040142233482285056
1329,1040142202448605185
1330,1040142182332518400
1331,1040142177676877824
1332,1040142083024211968
1333,1040142004951441408
1334,1040141959275278337
1335,1040141930250862592
1336,1040141917542068224
1337,1040141881655484416
1338,1040141805780533248
1339,1040141804929134593
1340,1040141756598296576
1341,1040141737619087361
1342,1040141708657393664
1343,1040141701589827584
1344,1040141697106231296
1345,1040141669683916800
1346,1040141640151781376
1347,1040141535470206976
1348,1040141530869194752
1349,1040141510010798080
1350,1040141346886049793
1351,1040141220729839616
1352,1040141170150715394
1353,1040141141562277889
1354,1040141125409894400
1355,1040141055180427264
1356,1040140798719942656
1357,1040140679408566273
1358,1040140602711535616
